seq,ts_ns,event,order_id,side,type,price,quantity
40397,36432733527215,NEW,14917249,SELL,LIMIT,2083700,25
40398,36432733807760,NEW,14917257,SELL,LIMIT,2083800,25
40399,36432734078015,NEW,14917261,SELL,LIMIT,2083900,25
40400,36432734638031,CANCEL,14917261,SELL,LIMIT,2083900,25
40401,36432734639192,CANCEL,14917257,SELL,LIMIT,2083800,25
40402,36433697147843,NEW,14921377,BUY,LIMIT,2082400,25
40403,36433707023893,CANCEL,14921377,BUY,LIMIT,2082400,25
40404,36433947457498,NEW,14922629,BUY,LIMIT,2082500,25
40405,36433947834740,CANCEL,14922629,BUY,LIMIT,2082500,25
40406,36433970552373,NEW,14922805,SELL,LIMIT,2083800,25
